offer_date,IPO_name,ticker,CIK,CIK2,S1_Filing_Date,filename,company_name,form_type,filing_date,url
20020412,JetBlue Airways Corp,JBLU,0001158463,1158463,12FEB2002,0000912057-02-005169.txt,JETBLUE AIRWAYS CORP,S-1,12FEB2002,https://www.sec.gov/Archives/edgar/data/1158463/000091205702005169/0000912057-02-005169.txt
20130125,LipoScience Inc,LIPO,0001168197,1168197,01MAR2002,0000950168-02-000306.txt,LIPOSCIENCE INC,S-1,01MAR2002,https://www.sec.gov/Archives/edgar/data/1168197/000095016802000306/0000950168-02-000306.txt
20020521,MarkWest Energy Partners LP,MWE,0001166036,1166036,31JAN2002,0000912057-02-003459.txt,MARKWEST ENERGY PARTNERS L P,S-1,31JAN2002,https://www.sec.gov/Archives/edgar/data/1166036/000091205702003459/0000912057-02-003459.txt
20020418,Medical Staffing Network,MRN,0001163958,1163958,08FEB2002,0000912057-02-004721.txt,MEDICAL STAFFING NETWORK HOLDINGS INC,S-1,08FEB2002,https://www.sec.gov/Archives/edgar/data/1163958/000091205702004721/0000912057-02-004721.txt
20020326,MedSource Technologies Inc,MEDT,0001084726,1084726,16JAN2002,0000927016-02-000253.txt,MEDSOURCE TECHNOLOGIES INC,S-1,16JAN2002,https://www.sec.gov/Archives/edgar/data/1084726/000092701602000253/0000927016-02-000253.txt
20020530,Overstock.com,OSTK,0001130713,1130713,05MAR2002,0000912057-02-008668.txt,OVERSTOCK COM INC,S-1,05MAR2002,https://www.sec.gov/Archives/edgar/data/1130713/000091205702008668/0000912057-02-008668.txt
20020722,Pacific Energy Partners LP,PPX,0001168397,1168397,22MAR2002,0000912057-02-011195.txt,PACIFIC ENERGY PARTNERS LP,S-1,22MAR2002,https://www.sec.gov/Archives/edgar/data/1168397/000091205702011195/0000912057-02-011195.txt
20031124,Pinnacle Airlines Corp,PNCL,0001166291,1166291,25FEB2002,0000912057-02-007497.txt,PINNACLE AIRLINES CORP,S-1,25FEB2002,https://www.sec.gov/Archives/edgar/data/1166291/000091205702007497/0000912057-02-007497.txt
20020509,Regal Entertainment Group,RGC,0001168696,1168696,11MAR2002,0000912057-02-009296.txt,REGAL ENTERTAINMENT GROUP,S-1,11MAR2002,https://www.sec.gov/Archives/edgar/data/1168696/000091205702009296/0000912057-02-009296.txt
20040526,Republic Airways Holdings Inc,RJET,0001159154,1159154,11MAR2002,0000912057-02-009289.txt,REPUBLIC AIRWAYS HOLDINGS INC,S-1,11MAR2002,https://www.sec.gov/Archives/edgar/data/1159154/000091205702009289/0000912057-02-009289.txt
20020524,SRA International Inc,SRX,0000906192,906192,05MAR2002,0000928385-02-000655.txt,SRA INTERNATIONAL INC,S-1,05MAR2002,https://www.sec.gov/Archives/edgar/data/906192/000092838502000655/0000928385-02-000655.txt
20020604,Veridian Corp,VNX,0001095901,1095901,06MAR2002,0000950133-02-000813.txt,VERIDIAN CORP,S-1,06MAR2002,https://www.sec.gov/Archives/edgar/data/1095901/000095013302000813/0000950133-02-000813.txt
20020516,Verint Systems Inc,VRNT,0001166388,1166388,07FEB2002,0000909518-02-000084.txt,VERINT SYSTEMS INC,S-1,07FEB2002,https://www.sec.gov/Archives/edgar/data/1166388/000090951802000084/0000909518-02-000084.txt
20050120,ViaCell Inc,VIAC,0001114529,1114529,30JAN2002,0000950135-02-000355.txt,VIACELL INC,S-1,30JAN2002,https://www.sec.gov/Archives/edgar/data/1114529/000095013502000355/0000950135-02-000355.txt
20040204,Bakers Footwear Group Inc,BKRS,0001171032,1171032,16APR2002,0000950134-02-003844.txt,BAKERS FOOTWEAR GROUP INC,S-1,16APR2002,https://www.sec.gov/Archives/edgar/data/1171032/000095013402003844/0000950134-02-003844.txt
20021206,Chicago Mercantile Exchange,CME,0001156375,1156375,10JUN2002,0000912057-02-023507.txt,CHICAGO MERCANTILE EXCHANGE HOLDINGS INC,S-1,10JUN2002,https://www.sec.gov/Archives/edgar/data/1156375/000091205702023507/0000912057-02-023507.txt
20020701,CIT Group Inc Del,CIT,0001171825,1171825,25APR2002,0000912057-02-016493.txt,CIT GROUP INC DEL,S-1,25APR2002,https://www.sec.gov/Archives/edgar/data/1171825/000091205702016493/0000912057-02-016493.txt
20030731,Citadel Broadcasting Corp,CDL,0001174527,1174527,05JUN2002,0000912057-02-023174.txt,CITADEL BROADCASTING CORP,S-1,05JUN2002,https://www.sec.gov/Archives/edgar/data/1174527/000091205702023174/0000912057-02-023174.txt
20021114,Constar International,CNST,0000029806,29806,23MAY2002,0000950109-02-003159.txt,CONSTAR INTERNATIONAL INC,S-1,23MAY2002,https://www.sec.gov/Archives/edgar/data/29806/000095010902003159/0000950109-02-003159.txt
20021121,Cosi,COSI,0001171014,1171014,17APR2002,0000950123-02-003869.txt,COSI INC,S-1,17APR2002,https://www.sec.gov/Archives/edgar/data/1171014/000095012302003869/0000950123-02-003869.txt
20020620,CTI Molecular Imaging Inc,CTMI,0001129552,1129552,05APR2002,0000950144-02-003597.txt,CTI INC /TN,S-1,05APR2002,https://www.sec.gov/Archives/edgar/data/1129552/000095014402003597/0000950144-02-003597.txt
20021010,Enbridge Energy Management LLC,EEQ,0001173911,1173911,31MAY2002,0000912057-02-022661.txt,ENBRIDGE ENERGY MANAGEMENT L L C,S-1,31MAY2002,https://www.sec.gov/Archives/edgar/data/1173911/000091205702022661/0000912057-02-022661.txt
20030611,FormFactor Inc,FORM,0001039399,1039399,22APR2002,0000891618-02-001883.txt,FORMFACTOR INC,S-1,22APR2002,https://www.sec.gov/Archives/edgar/data/1039399/000089161802001883/0000891618-02-001883.txt
20020712,Healthetech Inc,HETC,0001141215,1141215,12APR2002,0000912057-02-014754.txt,HEALTHETECH INC,S-1,12APR2002,https://www.sec.gov/Archives/edgar/data/1141215/000091205702014754/0000912057-02-014754.txt
20040721,Idenix Pharmaceuticals Inc,IDIX,0001093649,1093649,12JUN2002,0000950135-02-002955.txt,IDENIX PHARMACEUTICALS INC,S-1/A,12JUN2002,https://www.sec.gov/Archives/edgar/data/1093649/000095013502002955/0000950135-02-002955.txt
20021119,Impac Medical Systems,IMPC,0001026448,1026448,04JUN2002,0000898430-02-002259.txt,IMPAC MEDICAL SYSTEMS INC,S-1,04JUN2002,https://www.sec.gov/Archives/edgar/data/1026448/000089843002002259/0000898430-02-002259.txt
20020627,Inveresk Research Group Inc,IRGI,0001169358,1169358,02APR2002,0000950123-02-003315.txt,INVERESK RESEARCH GROUP INC,S-1,02APR2002,https://www.sec.gov/Archives/edgar/data/1169358/000095012302003315/0000950123-02-003315.txt
20020710,Kirkland's Inc,KIRK,0001056285,1056285,23APR2002,0000950144-02-004217.txt,KIRKLANDS INC,S-1,23APR2002,https://www.sec.gov/Archives/edgar/data/1056285/000095014402004217/0000950144-02-004217.txt
20020724,LeapFrog Enterprises Inc,LF,0001138951,1138951,24APR2002,0000950149-02-000750.txt,LEAPFROG ENTERPRISES INC,S-1,24APR2002,https://www.sec.gov/Archives/edgar/data/1138951/000095014902000750/0000950149-02-000750.txt
20021009,Montpelier Re Holdings Ltd,MRH,0001165880,1165880,30MAY2002,0000950123-02-005760.txt,MONTPELIER RE HOLDINGS LTD,S-1,30MAY2002,https://www.sec.gov/Archives/edgar/data/1165880/000095012302005760/0000950123-02-005760.txt
20020627,MTC Technologies Inc,MTCT,0001172243,1172243,03MAY2002,0000928385-02-001809.txt,MTC TECHNOLOGIES INC,S-1,03MAY2002,https://www.sec.gov/Archives/edgar/data/1172243/000092838502001809/0000928385-02-001809.txt
20021010,Natural Resource Partners LP,NRP,0001171486,1171486,19APR2002,0000950134-02-003973.txt,NATURAL RESOURCE PARTNERS LP,S-1,19APR2002,https://www.sec.gov/Archives/edgar/data/1171486/000095013402003973/0000950134-02-003973.txt
20031124,Nexstar Broadcasting Group Inc,NXST,0001142417,1142417,25APR2002,0000950130-02-002972.txt,NEXSTAR BROADCASTING GROUP INC,S-1,25APR2002,https://www.sec.gov/Archives/edgar/data/1142417/000095013002002972/0000950130-02-002972.txt
20031217,Orbitz Inc.,ORBZ,0001173495,1173495,20MAY2002,0000912057-02-021298.txt,ORBITZ INC,S-1,20MAY2002,https://www.sec.gov/Archives/edgar/data/1173495/000091205702021298/0000912057-02-021298.txt
20021028,Platinum Underwriters Holdings,PTP,0001171500,1171500,25APR2002,0000912057-02-016479.txt,PLATINUM UNDERWRITERS HOLDINGS LTD,S-1,25APR2002,https://www.sec.gov/Archives/edgar/data/1171500/000091205702016479/0000912057-02-016479.txt
20020718,Red Robin Gourmet Burgers Inc,RRGB,0001171759,1171759,26APR2002,0000898430-02-001620.txt,RED ROBIN GOURMET BURGERS INC,S-1,26APR2002,https://www.sec.gov/Archives/edgar/data/1171759/000089843002001620/0000898430-02-001620.txt
20021121,Safety Insurance Group,SAFT,0001172052,1172052,26APR2002,0000912057-02-016855.txt,SAFETY INSURANCE GROUP INC,S-1,26APR2002,https://www.sec.gov/Archives/edgar/data/1172052/000091205702016855/0000912057-02-016855.txt
20021111,SI International,SINT,0001143363,1143363,10MAY2002,0000912057-02-019437.txt,SI INTERNATIONAL INC,S-1,10MAY2002,https://www.sec.gov/Archives/edgar/data/1143363/000091205702019437/0000912057-02-019437.txt
20040205,Symbion Inc,SMBI,0001091312,1091312,31MAY2002,0000950144-02-006194.txt,SYMBION INC/TN,S-1,31MAY2002,https://www.sec.gov/Archives/edgar/data/1091312/000095014402006194/0000950144-02-006194.txt
20021015,Taylor Capital Group Inc,TAYC,0001025536,1025536,24MAY2002,0000950137-02-003347.txt,TAYLOR CAPITAL GROUP INC,S-1,24MAY2002,https://www.sec.gov/Archives/edgar/data/1025536/000095013702003347/0000950137-02-003347.txt
20021021,USI Holdings Corp,USIH,0001102643,1102643,30APR2002,0000950130-02-003128.txt,USI HOLDINGS CORP,S-1,30APR2002,https://www.sec.gov/Archives/edgar/data/1102643/000095013002003128/0000950130-02-003128.txt
20021025,Wynn Resorts Ltd,WYNN,0001174922,1174922,17JUN2002,0000912057-02-024407.txt,WYNN RESORTS LTD,S-1,17JUN2002,https://www.sec.gov/Archives/edgar/data/1174922/000091205702024407/0000912057-02-024407.txt
20030214,Accredited Home Lenders,LEND,0001174735,1174735,01JUL2002,0001021408-02-008990.txt,ACCREDITED HOME LENDERS HOLDING CO,S-1,01JUL2002,https://www.sec.gov/Archives/edgar/data/1174735/000102140802008990/0001021408-02-008990.txt
20031023,Carters Inc,CRI,0001060822,1060822,23AUG2002,0000912057-02-033373.txt,CARTER HOLDINGS INC,S-1,23AUG2002,https://www.sec.gov/Archives/edgar/data/1060822/000091205702033373/0000912057-02-033373.txt
20021218,Commercial Capital Bancorp,CCBI,0001184818,1184818,16SEP2002,0000928385-02-003106.txt,COMMERCIAL CAPITAL BANCORP INC,S-1,16SEP2002,https://www.sec.gov/Archives/edgar/data/1184818/000092838502003106/0000928385-02-003106.txt
20021015,Dicks Sporting Goods Inc,DKS,0001089063,1089063,17JUL2002,0000950128-02-000513.txt,DICKS SPORTING GOODS INC,S-1,17JUL2002,https://www.sec.gov/Archives/edgar/data/1089063/000095012802000513/0000950128-02-000513.txt
20021105,Harrington West Financial Grp,HWFG,0001063997,1063997,30AUG2002,0000950133-02-003137.txt,HARRINGTON WEST FINANCIAL GROUP INC/CA,S-1,30AUG2002,https://www.sec.gov/Archives/edgar/data/1063997/000095013302003137/0000950133-02-003137.txt
20040325,Hornbeck Offshore Svcs(Tide),HOS,0001131227,1131227,22JUL2002,0000950129-02-003633.txt,HORNBECK OFFSHORE SERVICES INC /LA,S-1,22JUL2002,https://www.sec.gov/Archives/edgar/data/1131227/000095012902003633/0000950129-02-003633.txt
20021101,Martin Midstream Partners LP,MMLP,0001176334,1176334,01JUL2002,0000950134-02-007946.txt,MARTIN MIDSTREAM PARTNERS LP,S-1,01JUL2002,https://www.sec.gov/Archives/edgar/data/1176334/000095013402007946/0000950134-02-007946.txt
20021107,Portfolio Recovery Associates,PRAA,0001185348,1185348,06SEP2002,0000950133-02-003169.txt,PORTFOLIO RECOVERY ASSOCIATES INC,S-1,06SEP2002,https://www.sec.gov/Archives/edgar/data/1185348/000095013302003169/0000950133-02-003169.txt
20050209,Syniverse Holdings Inc,SVR,0001169264,1169264,06SEP2002,0000931763-02-003032.txt,TSI TELECOMMUNICATION HOLDINGS INC,S-1,06SEP2002,https://www.sec.gov/Archives/edgar/data/1169264/000093176302003032/0000931763-02-003032.txt
20021218,VistaCare,VSTA,0000787030,787030,13AUG2002,0000950153-02-001395.txt,VISTACARE INC,S-1,13AUG2002,https://www.sec.gov/Archives/edgar/data/787030/000095015302001395/0000950153-02-001395.txt
20021107,Wellchoice,WC,0001184702,1184702,30AUG2002,0000950130-02-006327.txt,WELLCHOICE INC,S-1,30AUG2002,https://www.sec.gov/Archives/edgar/data/1184702/000095013002006327/0000950130-02-006327.txt
20030227,Endurance Specialty Holdings,ENH,0001179755,1179755,20DEC2002,0000950123-02-012063.txt,ENDURANCE SPECIALTY HOLDINGS LTD,S-1,20DEC2002,https://www.sec.gov/Archives/edgar/data/1179755/000095012302012063/0000950123-02-012063.txt
20030211,Infinity Prop & Casualty Corp,IPCC,0001195933,1195933,09OCT2002,0000950152-02-007501.txt,INFINITY PROPERTY & CASUALTY CORP,S-1,09OCT2002,https://www.sec.gov/Archives/edgar/data/1195933/000095015202007501/0000950152-02-007501.txt
20041116,InPhonic Inc,INPC,0001133324,1133324,01NOV2002,0000928385-02-003465.txt,INPHONIC INC,S-1,01NOV2002,https://www.sec.gov/Archives/edgar/data/1133324/000092838502003465/0000928385-02-003465.txt
20030723,Integrated Alarm Services,IASG,0001200022,1200022,12NOV2002,0001125282-02-003341.txt,INTEGRATED ALARM SERVICES GROUP INC,S-1,12NOV2002,https://www.sec.gov/Archives/edgar/data/1200022/000112528202003341/0001125282-02-003341.txt
20030512,iPayment Inc,IPMT,0001140184,1140184,06DEC2002,0000950123-02-011600.txt,IPAYMENT INC,S-1,06DEC2002,https://www.sec.gov/Archives/edgar/data/1140184/000095012302011600/0000950123-02-011600.txt
20030701,Molina Healthcare Inc,MOH,0001179929,1179929,30DEC2002,0000898430-02-004683.txt,MOLINA HEALTHCARE INC,S-1,30DEC2002,https://www.sec.gov/Archives/edgar/data/1179929/000089843002004683/0000898430-02-004683.txt
20021211,Seagate Technology,STX,0001137789,1137789,11OCT2002,0001012870-02-004040.txt,SEAGATE TECHNOLOGY HOLDINGS,S-1,11OCT2002,https://www.sec.gov/Archives/edgar/data/1137789/000101287002004040/0001012870-02-004040.txt
20040204,Todco,THE,0001210697,1210697,18DEC2002,0000950134-02-015723.txt,TODCO,S-1,18DEC2002,https://www.sec.gov/Archives/edgar/data/1210697/000095013402015723/0000950134-02-015723.txt
20030701,Axis Capital Holdings Ltd,AXS,0001214816,1214816,05MAR2003,0001047469-03-007807.txt,AXIS CAPITAL HOLDINGS L,S-1,05MAR2003,https://www.sec.gov/Archives/edgar/data/1214816/000104746903007807/0001047469-03-007807.txt
20031009,DigitalNet Holdings Inc,DNET,0001160241,1160241,27JAN2003,0001047469-03-002658.txt,DIGITALNET HOLDINGS INC,S-1,27JAN2003,https://www.sec.gov/Archives/edgar/data/1160241/000104746903002658/0001047469-03-002658.txt
20030806,Capitalsource Inc,CSE,0001241199,1241199,12JUN2003,0000950133-03-002154.txt,CAPITALSOURCE INC,S-1,12JUN2003,https://www.sec.gov/Archives/edgar/data/1241199/000095013303002154/0000950133-03-002154.txt
20030709,Digital Theater Systems Inc,DTSI,0001226308,1226308,25APR2003,0000950148-03-001001.txt,DIGITAL THEATER SYSTEMS INC,S-1,25APR2003,https://www.sec.gov/Archives/edgar/data/1226308/000095014803001001/0000950148-03-001001.txt
20030811,Direct General Corp,DRCT,0001023031,1023031,23MAY2003,0000950144-03-007211.txt,DIRECT GENERAL CORP,S-1,23MAY2003,https://www.sec.gov/Archives/edgar/data/1023031/000095014403007211/0000950144-03-007211.txt
20030923,Journal Co,JRN,0001232241,1232241,14MAY2003,0000950131-03-002827.txt,JOURNAL CO,S-1,14MAY2003,https://www.sec.gov/Archives/edgar/data/1232241/000095013103002827/0000950131-03-002827.txt
20031216,Mercer Insurance Group,MIGP,0001050690,1050690,01MAY2003,0000893220-03-000809.txt,MERCER INSURANCE GROUP INC,S-1,01MAY2003,https://www.sec.gov/Archives/edgar/data/1050690/000089322003000809/0000893220-03-000809.txt
20030917,National Financial Partners,NFP,0001183186,1183186,09MAY2003,0001193125-03-004081.txt,NATIONAL FINANCIAL PARTNERS CORP,S-1,09MAY2003,https://www.sec.gov/Archives/edgar/data/1183186/000119312503004081/0001193125-03-004081.txt
20030924,RedEnvelope Inc,REDE,0001236038,1236038,13JUN2003,0000891618-03-003020.txt,REDENVELOPE INC,S-1,13JUN2003,https://www.sec.gov/Archives/edgar/data/1236038/000089161803003020/0000891618-03-003020.txt
20060209,Acorda Therapeutics Inc,ACOR,0001008848,1008848,29SEP2003,0001047469-03-031904.txt,ACORDA THERAPEUTICS INC,S-1,29SEP2003,https://www.sec.gov/Archives/edgar/data/1008848/000104746903031904/0001047469-03-031904.txt
20040206,AlphaSmart Inc,ALSM,0001264388,1264388,30SEP2003,0001193125-03-055684.txt,ALPHASMART INC,S-1,30SEP2003,https://www.sec.gov/Archives/edgar/data/1264388/000119312503055684/0001193125-03-055684.txt
20030923,AMIS Holdings,AMIS,0001161963,1161963,15AUG2003,0000891618-03-004458.txt,AMIS HOLDINGS INC,S-1,15AUG2003,https://www.sec.gov/Archives/edgar/data/1161963/000089161803004458/0000891618-03-004458.txt
20030924,Anchor Glass Container Corp,AGCC,0001052163,1052163,26AUG2003,0001047469-03-028852.txt,ANCHOR GLASS CONTAINER CORP /NEW,S-1,26AUG2003,https://www.sec.gov/Archives/edgar/data/1052163/000104746903028852/0001047469-03-028852.txt
20031120,Buffalo Wild Wings Inc,BWLD,0001062449,1062449,11SEP2003,0001193125-03-048285.txt,BUFFALO WILD WINGS INC,S-1,11SEP2003,https://www.sec.gov/Archives/edgar/data/1062449/000119312503048285/0001193125-03-048285.txt
20000321,Caldera Systems Inc,CALD,0001035748,1035748,23SEP2003,0000891618-03-004886.txt,CALLIDUS SOFTWARE INC,S-1,23SEP2003,https://www.sec.gov/Archives/edgar/data/1035748/000089161803004886/0000891618-03-004886.txt
20031119,Callidus Software Inc,CALD,0001035748,1035748,23SEP2003,0000891618-03-004886.txt,CALLIDUS SOFTWARE INC,S-1,23SEP2003,https://www.sec.gov/Archives/edgar/data/1035748/000089161803004886/0000891618-03-004886.txt
20031212,Central Freight Lines Inc.,CENF,0001085636,1085636,24SEP2003,0000950137-03-004902.txt,CENTRAL FREIGHT LINES INC/TX,S-1,24SEP2003,https://www.sec.gov/Archives/edgar/data/1085636/000095013703004902/0000950137-03-004902.txt
20031124,Conn's Inc,CONN,0001223389,1223389,23SEP2003,0001193125-03-052980.txt,CONNS INC,S-1,23SEP2003,https://www.sec.gov/Archives/edgar/data/1223389/000119312503052980/0001193125-03-052980.txt
20040129,Eyetech Pharmaceuticals Inc,EYET,0001115285,1115285,12SEP2003,0000950123-03-010361.txt,EYETECH PHARMACEUTICALS INC,S-1,12SEP2003,https://www.sec.gov/Archives/edgar/data/1115285/000095012303010361/0000950123-03-010361.txt
20031030,First Marblehead Corp,FMD,0001262279,1262279,05SEP2003,0001047469-03-029969.txt,FIRST MARBLEHEAD CORP,S-1,05SEP2003,https://www.sec.gov/Archives/edgar/data/1262279/000104746903029969/0001047469-03-029969.txt
20031218,Franklin Bank Corp.,FBTX,0001207070,1207070,15AUG2003,0000950129-03-004304.txt,FRANKLIN BANK CORP,S-1,15AUG2003,https://www.sec.gov/Archives/edgar/data/1207070/000095012903004304/0000950129-03-004304.txt
20031029,Genitope Corp,GTOP,0001028358,1028358,06AUG2003,0000891618-03-004154.txt,GENITOPE CORP,S-1,06AUG2003,https://www.sec.gov/Archives/edgar/data/1028358/000089161803004154/0000891618-03-004154.txt
20031212,International Steel Group Inc.,ISG,0001231868,1231868,31JUL2003,0000950152-03-007226.txt,INTERNATIONAL STEEL GROUP INC,S-1,31JUL2003,https://www.sec.gov/Archives/edgar/data/1231868/000095015203007226/0000950152-03-007226.txt
20040108,K-Sea Transportation LP,KSP,0001178575,1178575,16JUL2003,0001047469-03-024282.txt,K-SEA TRANPORTATION PARTNERS LP,S-1,16JUL2003,https://www.sec.gov/Archives/edgar/data/1178575/000104746903024282/0001047469-03-024282.txt
20031219,Kintera Inc.,KNTA,0001117119,1117119,26SEP2003,0001047469-03-031864.txt,KINTERA INC,S-1,26SEP2003,https://www.sec.gov/Archives/edgar/data/1117119/000104746903031864/0001047469-03-031864.txt
20031113,LECG Corp,XPRT,0001192305,1192305,25AUG2003,0001047469-03-028693.txt,LECG CORP,S-1,25AUG2003,https://www.sec.gov/Archives/edgar/data/1192305/000104746903028693/0001047469-03-028693.txt
20031002,LKQ Corp,LKQX,0001065696,1065696,28JUL2003,0001047469-03-025291.txt,LKQ CORP,S-1,28JUL2003,https://www.sec.gov/Archives/edgar/data/1065696/000104746903025291/0001047469-03-025291.txt
20031111,Marlin Business Services Inc,MRLN,0001260968,1260968,05SEP2003,0000893220-03-001541.txt,MARLIN BUSINESS SERVICES INC,S-1,05SEP2003,https://www.sec.gov/Archives/edgar/data/1260968/000089322003001541/0000893220-03-001541.txt
20031029,Myogen Inc,MYOG,0001101052,1101052,28AUG2003,0001035704-03-000654.txt,MYOGEN INC,S-1,28AUG2003,https://www.sec.gov/Archives/edgar/data/1101052/000103570403000654/0001035704-03-000654.txt
20031211,Nelnet Inc.,NNI,0001258602,1258602,19AUG2003,0000950123-03-009561.txt,NELNET INC,S-1,19AUG2003,https://www.sec.gov/Archives/edgar/data/1258602/000095012303009561/0000950123-03-009561.txt
20031105,NitroMed Inc,NTMD,0000927829,927829,20AUG2003,0001047469-03-028392.txt,NITROMED INC,S-1,20AUG2003,https://www.sec.gov/Archives/edgar/data/927829/000104746903028392/0001047469-03-028392.txt
20031211,NPTest Holding Corp.,NPTT,0001261686,1261686,10SEP2003,0001193125-03-047786.txt,NPTEST HOLDING CORP,S-1,10SEP2003,https://www.sec.gov/Archives/edgar/data/1261686/000119312503047786/0001193125-03-047786.txt
20031030,Overnite Corporation,OVNT,0001061859,1061859,04AUG2003,0001193125-03-028143.txt,OVERNITE CORP,S-1,04AUG2003,https://www.sec.gov/Archives/edgar/data/1061859/000119312503028143/0001193125-03-028143.txt
20031217,Provide Commerce Inc.,PRVD,0001263756,1263756,22SEP2003,0001193125-03-052445.txt,PROVIDE COMMERCE INC,S-1,22SEP2003,https://www.sec.gov/Archives/edgar/data/1263756/000119312503052445/0001193125-03-052445.txt
20031106,Quality Distribution Inc,QLTY,0000922863,922863,29AUG2003,0001193125-03-043486.txt,QUALITY DISTRIBUTION INC,S-1,29AUG2003,https://www.sec.gov/Archives/edgar/data/922863/000119312503043486/0001193125-03-043486.txt
20030918,Sigmatel Inc,SGTL,0001043639,1043639,03JUL2003,0001193125-03-016721.txt,SIGMATEL INC,S-1,03JUL2003,https://www.sec.gov/Archives/edgar/data/1043639/000119312503016721/0001193125-03-016721.txt
20031124,Sirva Inc.,SIR,0001181232,1181232,25AUG2003,0001047469-03-028655.txt,SIRVA INC,S-1,25AUG2003,https://www.sec.gov/Archives/edgar/data/1181232/000104746903028655/0001047469-03-028655.txt
20031125,Synnex Information Tech Inc,SNX,0001177394,1177394,05SEP2003,0001193125-03-046073.txt,SYNNEX INFORMATION TECHNOLOGIES INC,S-1,05SEP2003,https://www.sec.gov/Archives/edgar/data/1177394/000119312503046073/0001193125-03-046073.txt
20040316,Tercica Inc,TRCA,0001262175,1262175,12SEP2003,0001193125-03-048598.txt,TERCICA INC,S-1,12SEP2003,https://www.sec.gov/Archives/edgar/data/1262175/000119312503048598/0001193125-03-048598.txt
20031119,Whiting Petroleum Holdings Inc,WLL,0001255474,1255474,19SEP2003,0001193125-03-051848.txt,WHITING PETROLEUM CORP,S-1/A,19SEP2003,https://www.sec.gov/Archives/edgar/data/1255474/000119312503051848/0001193125-03-051848.txt
20040422,Assured Guaranty Ltd,AGO,0001273813,1273813,23DEC2003,0001047469-03-041805.txt,AGC HOLDINGS LTD,S-1,23DEC2003,https://www.sec.gov/Archives/edgar/data/1273813/000104746903041805/0001047469-03-041805.txt
20040326,Anadys Pharmaceuticals Inc,ANDS,0001128495,1128495,14NOV2003,0000936392-03-001592.txt,ANADYS PHARMACEUTICALS INC,S-1,14NOV2003,https://www.sec.gov/Archives/edgar/data/1128495/000093639203001592/0000936392-03-001592.txt
20040204,Asset Acceptance Corp,AACC,0001264707,1264707,24OCT2003,0000950124-03-003334.txt,ASSET ACCEPTANCE CAPITAL CORP,S-1,24OCT2003,https://www.sec.gov/Archives/edgar/data/1264707/000095012403003334/0000950124-03-003334.txt
20040204,Assurant Inc,AIZ,0001267238,1267238,24OCT2003,0000950123-03-011708.txt,ASSURANT INC,S-1,24OCT2003,https://www.sec.gov/Archives/edgar/data/1267238/000095012303011708/0000950123-03-011708.txt
20040211,Atheros Communications Inc,ATHR,0001140486,1140486,26NOV2003,0001193125-03-087125.txt,ATHEROS COMMUNICATIONS INC,S-1,26NOV2003,https://www.sec.gov/Archives/edgar/data/1140486/000119312503087125/0001193125-03-087125.txt
20040211,"Bristol West Holdings, Inc.",BRW,0001272957,1272957,17DEC2003,0001047469-03-041232.txt,BRISTOL WEST HOLDINGS INC,S-1,17DEC2003,https://www.sec.gov/Archives/edgar/data/1272957/000104746903041232/0001047469-03-041232.txt
20040219,Cherokee International Inc,CHRK,0001090069,1090069,25NOV2003,0001047469-03-038377.txt,CHEROKEE INTERNATIONAL CORP,S-1,25NOV2003,https://www.sec.gov/Archives/edgar/data/1090069/000104746903038377/0001047469-03-038377.txt
20031212,Compass Minerals International,CMP,0001227654,1227654,05NOV2003,0001193125-03-073157.txt,COMPASS MINERALS INTERNATIONAL INC,S-1,05NOV2003,https://www.sec.gov/Archives/edgar/data/1227654/000119312503073157/0001193125-03-073157.txt
20040113,"CrossTex Energy, Inc.",XTXI,0001209821,1209821,30OCT2003,0001047469-03-035102.txt,CROSSTEX ENERGY INC,S-1,30OCT2003,https://www.sec.gov/Archives/edgar/data/1209821/000104746903035102/0001047469-03-035102.txt
20040416,Immunicon Corp,IMMC,0001083132,1083132,08DEC2003,0001047469-03-039629.txt,IMMUNICON CORP,S-1,08DEC2003,https://www.sec.gov/Archives/edgar/data/1083132/000104746903039629/0001047469-03-039629.txt
20040429,Intersections Inc,INTX,0001095277,1095277,16DEC2003,0000950123-03-013825.txt,INTERSECTIONS INC,S-1,16DEC2003,https://www.sec.gov/Archives/edgar/data/1095277/000095012303013825/0000950123-03-013825.txt
20040405,Jed Oil Inc,JDO,0001258021,1258021,22DEC2003,0001258021-03-000002.txt,JED OIL INC,S-1,22DEC2003,https://www.sec.gov/Archives/edgar/data/1258021/000125802103000002/0001258021-03-000002.txt
20040405,Memory Pharmaceuticals Corp,MEMY,0001062216,1062216,23DEC2003,0000950123-03-014081.txt,MEMORY PHARMACEUTICALS CORP,S-1,23DEC2003,https://www.sec.gov/Archives/edgar/data/1062216/000095012303014081/0000950123-03-014081.txt
20040123,Portec Rail Products Inc,PRPX,0001263074,1263074,06NOV2003,0000950133-03-003708.txt,PORTEC RAIL PRODUCTS INC,S-1,06NOV2003,https://www.sec.gov/Archives/edgar/data/1263074/000095013303003708/0000950133-03-003708.txt
20040420,Procentury Corp,PROS,0001273397,1273397,18DEC2003,0000950152-03-010383.txt,PROCENTURY CORP,S-1,18DEC2003,https://www.sec.gov/Archives/edgar/data/1273397/000095015203010383/0000950152-03-010383.txt
